MESURE;CODE_DEPARTEMENT;LIBELLE_DPT;CODE_POSTAL;COMMUNE;CODE_NAF2;NATURE_JURIDIQUE;SIRET;DENOMINATION_SOCIALE;NUM_RUE;NOM_RUE;CODE_POST_COM;LIB_COM;TELEPHONE;MAIL_SIAE
ACI;003;ALLIER;03100;MONTLUCON;8899B;Association déclarée d'insertion par l'économique;42925903900049;ASSOC PENELOPE;8;Rue ERNEST MONTUSES;03100;MONTLUCON;0470289810;gestion@penelope03.fr
ACI;003;ALLIER;03330;BELLENAVES;9499Z;Association déclarée ;78957260900038;ASSOC TAVAILLON DE L ALLIER;;Route DE CHANTELLE;03330;BELLENAVES;0443031975;jl.joly-tda@sfr.fr
ACI;003;ALLIER;03100;MONTLUCON;9499Z;Association déclarée ;84490728700016;L'ATELIER DE PENELOPE;38;Avenue MARX DORMOY;03100;MONTLUCON;;directionladp03@orange.fr
EI;003;ALLIER;03200;VICHY;4778C;Association déclarée ;79176895500035;SOLIDARITE INSERTION ENVIRONNEMENT LOCAL;57;Rue DE PARIS;03200;VICHY;;l.sancelme@siel.pro
ETTI;003;ALLIER;03200;VICHY;7820Z;SAS, société par actions simplifiée;84353426400018;SM INSERTION;2;Rue DU PORTUGAL;03200;VICHY;;yroche@actoinsertion.com
ACI;004;ALPES-DE-HAUTE-PROVENCE;04300;FORCALQUIER;9499Z;Association déclarée ;43413516600040;ASSOC ERA ENVIRON REPONSE AMENAGEMENT;;Chemin DES MOUREISSES;04300;FORCALQUIER;0492730663;eera@wanadoo.fr
AI;004;ALPES-DE-HAUTE-PROVENCE;04000;DIGNE LES BAINS;9499Z;Association déclarée ;38883220600022;ASSOC LIGUE ENSEIGNEMENT DES AHP;9;Chemin DES ALPILLES;04000;DIGNE LES BAINS;0492309112;dorothee.paulin@laligue-alpesdusud.org
ACI;004;ALPES-DE-HAUTE-PROVENCE;04200;SISTERON;8899B;Association déclarée ;47957815500034;ASSOC L ENVOLEE;37;Rue DES COMBES;04200;SISTERON;0492324714;direction.envolee@gmail.com
ACI;004;ALPES-DE-HAUTE-PROVENCE;04100;MANOSQUE;8899B;Association déclarée ;39395238700032;ASSOC ATELIER DES ORMEAUX;6;Rue D AUBETTE;04100;MANOSQUE;0492877142;direction@lesormeaux.org
AI;004;ALPES-DE-HAUTE-PROVENCE;04100;MANOSQUE;9499Z;Association déclarée ;38235691300022;ASSOC PRESENCE VERTE SERVICES;;Avenue BLAISE PASCAL;04100;MANOSQUE;0490898561;siege@pvslaser.com
ETTI;004;ALPES-DE-HAUTE-PROVENCE;04100;MANOSQUE;7820Z;SARL unipersonnelle ;50937775000070;ID EES INTERIM F MANOSQUE;; SAINT JOSEPH;04100;MANOSQUE;0492774019;interim.manosque@groupeidees.fr
ACI;004;ALPES-DE-HAUTE-PROVENCE;04220;STE TULLE;9499Z;Association déclarée ;49811077400011;RESSOURCERIE DE HAUTE PROVENCE;;Route NATIONALE 96;04220;STE TULLE;0492878671;dg@ges-reliance.fr
ACI;004;ALPES-DE-HAUTE-PROVENCE;04290;VOLONNE;9499Z;Association déclarée ;43753536200028;LES JARDINS DU BUECH;;Quai LA RABASSIERE;04290;VOLONNE;0492653784;lesjardinsdubuech@gmail.com
ACI;004;ALPES-DE-HAUTE-PROVENCE;04000;DIGNE LES BAINS;4779Z;Association déclarée ;44474729900105;ASSOCIATION LES FILS D ARIANE;85;Avenue DE VERDUN;04000;DIGNE LES BAINS;;lesfilsdariane@orange.fr
EI;004;ALPES-DE-HAUTE-PROVENCE;04000;DIGNE LES BAINS;4779Z;Association déclarée ;44474729900030;ASSOC FILS D ARIANE DIGNE LES BAINS;16;Avenue DE VERDUN;04000;DIGNE LES BAINS;0492562084;lesfilsdariane@orange.fr
ACI;004;ALPES-DE-HAUTE-PROVENCE;04000;DIGNE LES BAINS;9499Z;Association déclarée ;38442671400042;ADIT ASSOC DIGNOISE D'INSERTION PAR LE TRAVAIL;14;Allée DES FONTAINIERS;04000;DIGNE LES BAINS;0492321976;direction.adit04@gmail.com
ACI;005;HAUTES-ALPES;05000;GAP;9499Z;Association déclarée ;40092140900050;LACS RIVIERES ET SENTIERS;120;Route DE VALSERRES;05000;GAP;0492520878;asp05.solterris@gmail.com
ACI;005;HAUTES-ALPES;05300;LARAGNE MONTEGLIN;9499Z;Association déclarée ;40313937100062;ASSOC LE NEZ AU VENT;2;Route DE GAP;05300;LARAGNE MONTEGLIN;0492214956;lenezauvent.sandrine@gmail.com
ACI;005;HAUTES-ALPES;05200;EMBRUN;3811Z;Communauté de communes ;20006774200052;CC de Serre Ponçon - régie SMICTOM Serre Ponçon;6;Impasse DE L'OBSERVATOIRE;05200;EMBRUN;0492437627;j.ripaud@smictom05.fr
ACI;005;HAUTES-ALPES;05400;VEYNES;9499Z;Association déclarée ;41095690800025;VILLAGES DES JEUNES SOLIDARITES JEUNESSE;39;Rue SURVILLE;05400;VEYNES;0492572680;dr@villagesdesjeunes.org
ETTI;005;HAUTES-ALPES;05000;GAP;7820Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;80224038200027;HUMANYS TRAVAIL TEMPORAIRE;8;Cours EMILE ZOLA;05000;GAP;0492211212;agence.gap@humanys-interim.fr
EI;005;HAUTES-ALPES;05110;LA SAULCE;9601A;Association déclarée ;45100329700012;ASSOC ALPES BLANCHISSERIE INSERTION;;Chemin DE ROMANE;05110;LA SAULCE;0492455903;abi05@orange.fr
ACI;005;HAUTES-ALPES;05200;EMBRUN;9499Z;Association déclarée ;39904807300023;ASSOC LE GABION;;Route DE ST ANDRE;05200;EMBRUN;0492438966;jessica@legabion.org
ACI;005;HAUTES-ALPES;05000;GAP;9499Z;Association déclarée d'insertion par l'économique;39177759600027;LA PETITE OURSE;;Rue DES GENTIANES;05000;GAP;0492534904;direction@petiteourse05.org
ACI;005;HAUTES-ALPES;05300;LARAGNE MONTEGLIN;9499Z;Association déclarée ;43753536200010;LES JARDINS DU BUECH;;Route D'ARZELIERS;05300;LARAGNE MONTEGLIN;0492653784;lesjardinsdubuech@gmail.com
ACI;005;HAUTES-ALPES;05000;GAP;9499Z;Association déclarée ;44474729900063;ASSOCIATION LES FILS D'ARIANE;5;Place DU CHAMPSAUR;05000;GAP;0492562084;lesfilsdariane@orange.fr
EI;005;HAUTES-ALPES;05000;GAP;9499Z;Association déclarée ;44474729900063;ASSOCIATION LES FILS D'ARIANE;5;Place DU CHAMPSAUR;05000;GAP;0492562084;lesfilsdariane@orange.fr
AI;005;HAUTES-ALPES;05000;GAP;7830Z;Association déclarée ;34443430300055;ASSOC HAUTES ALPES EMPLOI RELAIS;26;Route DE LA JUSTICE;05000;GAP;0492526868;contact@haer.fr
ACI;005;HAUTES-ALPES;05000;GAP;9499Z;Association déclarée ;40406331500034;ASSOC LES ENVIRONNEURS;3;Rue DE LA CHARMILLE;05000;GAP;0492524044;direction@lesenvironneurs.fr
ACI;005;HAUTES-ALPES;05100;BRIANCON;8899B;Association déclarée ;39503132100031;ENVIRONNEMENT ET SOLIDARITE;53;Avenue GENERAL DE GAULLE;05100;BRIANCON;0492200469;direction.iae@cpie-hautedurance.org
EI;006;ALPES-MARITIMES;06600;ANTIBES;9511Z;SA à conseil d'administration (s.a.i.);42338058300025;SA ACTIF AZUR;;Route DES CISTES;06600;ANTIBES;0493748660;ygallot@hotmail.com
ETTI;006;ALPES-MARITIMES;06200;NICE;7820Z;Société à responsabilité limitée (sans autre indication);41448010300178;ISA INTERIM;47;Boulevard RENE CASSIN;06200;NICE;0492103620;philippe.desplanques@isa-interim.com
ACI;006;ALPES-MARITIMES;06220;VALLAURIS;8899B;Association déclarée ;53231964700022;EMPLOIS ET SERVICES 06;2 040;Chemin DE SAINT BERNARD;06220;VALLAURIS;;contact@emploisetservices06.org
AI;006;ALPES-MARITIMES;06000;NICE;8899B;Association intermédiaire ;39043512100038;ASS POUR L'EMPLOI PAILLON SOLIDARITE;31;Rue DE PARIS;06000;NICE;;peps4@cegetel.net
ACI;006;ALPES-MARITIMES;06000;NICE;9499Z;Association déclarée ;48432972700024;JOB S EN DOUCEURS;19;Rue GUTENBERG;06000;NICE;0493841982;jobsendouceurs@free.fr
ACI;006;ALPES-MARITIMES;06130;GRASSE;8810C;Association déclarée ;42477777900069;ASSOC DEFIE;107;Avenue JEAN MAUBERT;06130;GRASSE;0492602340;direction.defie@orange.fr
ACI;006;ALPES-MARITIMES;06130;GRASSE;8559B;Fondation ;77568879901340;FONDATION D AUTEUIL;; DE LA TOURACHE;06130;GRASSE;;melanie.boisseron@apprentis-auteuil.org
ACI;006;ALPES-MARITIMES;06130;GRASSE;9499Z;Association déclarée ;47918323800035;ASS SOLI-CITES;50;Route DE CANNES;06130;GRASSE;;gestion.solicites@gmail.com
EI;006;ALPES-MARITIMES;06000;NICE;9499Z;Association déclarée ;78970014300025;CENTRE CULTUREL ET DIACONIE SAINT PIERRE D ARENE;9;Rue CRONSTADT;06000;NICE;;m.pourbaix@forumjorgefrancois.fr
AI;006;ALPES-MARITIMES;06220;VALLAURIS;8899B;Association déclarée ;53231964700022;EMPLOIS ET SERVICES 06;2 040;Chemin DE SAINT BERNARD;06220;VALLAURIS;;contact@emploisetservices06.org
ETTI;006;ALPES-MARITIMES;06200;NICE;7820Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;44351124100111;SUEZ RV REBOND INTERIM INSERTION;179;Boulevard RENE CASSIN;06200;NICE;0645829094;frederique.berthe@suez.com
ETTI;006;ALPES-MARITIMES;06200;NICE;7820Z;SAS, société par actions simplifiée;40314042900073;T PLUS;455;Promenade DES ANGLAIS;06200;NICE;0493629578;anne-marie.vial@tplus06.com
EI;006;ALPES-MARITIMES;06800;CAGNES SUR MER;8010Z;Société à responsabilité limitée (sans autre indication);42231015100077;N.S. PROTECTION;23;Avenue DE GRASSE;06800;CAGNES SUR MER;;contact@groupe.ns.com
ACI;006;ALPES-MARITIMES;06560;VALBONNE;9499Z;Association déclarée ;50197809200028;C MIEU;1;Rue LOUIS FUNEL;06560;VALBONNE;0497047234;direction@cmieu.org
ETTI;006;ALPES-MARITIMES;06000;NICE;7820Z;Société en nom collectif ;83004061400091;A2I SUD 910;13;Rue GUIGLIA;06000;NICE;;anouchka.coadou@groupeactual.eu
AI;006;ALPES-MARITIMES;06230;VILLEFRANCHE SUR MER;9499Z;Association déclarée ;41749211300044;ASSOC CAVIEM;19;Rue DU POILU;06230;VILLEFRANCHE SUR MER;0493019324;caviem@laposte.net
EI;006;ALPES-MARITIMES;06000;NICE;4332B;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;80343877900016;SAS SOCIETE NOUVELLE DEGIVRY;34;Rue TRACHEL;06000;NICE;0621633698;mp.territoire@live.fr
AI;006;ALPES-MARITIMES;06110;LE CANNET;9499Z;Association déclarée ;39061393300022;INITIATIVES EMPLOIS;13;Chemin DE L INDUSTRIE;06110;LE CANNET;0493454091;initiativesemplois@orange.fr
EI;006;ALPES-MARITIMES;06510;CARROS;3811Z;SARL unipersonnelle ;82071665200020;IDDEEAM;;Boulevard 1ERE AVENUE;06510;CARROS;0484253370;nluxereau@elise.com.fr
EI;006;ALPES-MARITIMES;06200;NICE;7220Z;Association déclarée ;42376998300051;ASSOCIATION CHANTIER PLUS 06;10;Avenue PIERRE ISNARD;06200;NICE;0493549434;a-amiel@wanadoo.fr
ACI;006;ALPES-MARITIMES;06370;MOUANS SARTOUX;9499Z;Association déclarée ;42040058200029;LES JARDINS DE LA VALLEE DE LA SIAGNE;2 530;Route DE PEGOMAS;06370;MOUANS SARTOUX;0492280939;sophieneumann@lesjardinsdelasiagne.net
ACI;006;ALPES-MARITIMES;06000;NICE;8899B;Association déclarée ;39745000800032;ASSOC AU BENEFICE DE L INSERTION DES A M ABI 06;2;Rue SPITALIERI;06000;NICE;0492001660;beatrice.verhenne@abi06.org
ACI;006;ALPES-MARITIMES;06000;NICE;9499Z;Association déclarée ;79965544400013;ASSOCIATION JOB S CUISINE;19;Rue GUTENBERG;06000;NICE;0493841982;jobsendouceurs@free.fr
EI;006;ALPES-MARITIMES;06600;ANTIBES;4520A;Société à responsabilité limitée (sans autre indication);43371153800044;SARL LAVE ECO BIO SINEO ANTIBES;;Boulevard BEAU RIVAGE PROLONGE;06600;ANTIBES;0668475795;antibes@sineo.fr
EI;006;ALPES-MARITIMES;06560;VALBONNE;8121Z;Association déclarée d'insertion par l'économique;83952728000011;TOUTAVIE;4;Rue LOUIS FUNEL;06560;VALBONNE;;pascale.avie@wanadoo.fr
AI;006;ALPES-MARITIMES;06130;GRASSE;9499Z;Association déclarée ;39249329200016;ASSOC RENOUER;9;Chemin DU LAC;06130;GRASSE;0493705099;alexandre.bour@renouer.com
ACI;006;ALPES-MARITIMES;06300;NICE;9499Z;Association déclarée, reconnue d'utilité publique;78262139500022;FONDATION PATRONAGE ST PIERRE ACTES;8;Avenue URBAIN BOSIO;06300;NICE;0497088070;jm.fouque@fondationdenice.org
EI;006;ALPES-MARITIMES;06130;GRASSE;9499Z;Association déclarée ;47918323800035;ASS SOLI-CITES;50;Route DE CANNES;06130;GRASSE;;gestion.solicites@gmail.com
AI;006;ALPES-MARITIMES;06560;VALBONNE;9499Z;Association déclarée ;40255382000018;ASSOC AVIE;4;Rue LOUIS FUNEL;06560;VALBONNE;0493652988;sandrine.avie@gmail.com
ACI;006;ALPES-MARITIMES;06370;MOUANS SARTOUX;8899B;Association déclarée ;43373423300060;RESINES ESTEREL AZUR;72;Route DE TIRAGON;06370;MOUANS SARTOUX;;slebourhis.ie@gmail.com
EI;006;ALPES-MARITIMES;06130;GRASSE;8899B;Autre SARL coopérative ;80348618200014;SARL RENOUER GROUPE SCIC;9;Chemin DU LAC;06130;GRASSE;0493705099;alexandre.bour@renouer.com
AI;006;ALPES-MARITIMES;06100;NICE;8899B;Association déclarée ;34377667000055;ASSOC S2IP;37;Avenue SAINT BARTHELEMY;06100;NICE;0493925657;assos2ip@gmail.com
ACI;006;ALPES-MARITIMES;06850;ST AUBAN;3832Z;Association déclarée ;41815526300027;MONTAGN HABITS EMPLOI SOLIDARITE;1 132;Route DU BRUNET;06850;ST AUBAN;0493607875;marybizet49@gmail.com
EI;006;ALPES-MARITIMES;06300;NICE;9499Z;Association déclarée, reconnue d'utilité publique;78262139500022;FONDATION PATRONAGE ST PIERRE ACTES;8;Avenue URBAIN BOSIO;06300;NICE;0497088070;jm.fouque@fondationdenice.org
ACI;006;ALPES-MARITIMES;06100;NICE;9499Z;Association déclarée ;80260726700027;GALICE (GROUPEMENT D'ACTEURS POUR LE LOGEMENT L'IN;14;Rue DES BOERS;06100;NICE;;directeur@galice06.org
ACI;006;ALPES-MARITIMES;06130;GRASSE;9499Z;Association déclarée ;39249329200016;ASSOC RENOUER;9;Chemin DU LAC;06130;GRASSE;0493705099;alexandre.bour@renouer.com
ACI;007;ARDECHE;07230;PAYZAC;8790B;Association déclarée ;31370110400025;ASS ARDECHOISE FOYERS DE L'OISEAU BLEU;; ACI L'ATELIERE;07230;PAYZAC;0475394865;directionsc@fob-payzac.fr
AI;007;ARDECHE;07320;ST AGREVE;7830Z;Association déclarée ;40909426500058;ASSOC ACCES EMPLOI SERVICES;43; GRANDE RUE;07320;ST AGREVE;0475307094;raf@groupe-acces-emploi.fr
ACI;007;ARDECHE;07350;CRUAS;9499Z;Association déclarée ;49340440400011;ASSOC LE TERREAU;; LIEU-DIT LA CREMA;07350;CRUAS;0475546175;julie.gendron@leterreau.org
EI;007;ARDECHE;07000;FLAVIAC;3832Z;SAS, société par actions simplifiée;82182468700015;SECONDLY SUD-EST;;Lieu-dit LA COURTASSE;07000;FLAVIAC;0475660104;tcoisne@secondly.fr
ACI;007;ARDECHE;07200;AUBENAS;8532Z;Établissement public local d'enseignement ;19070916200019;EPLEFPA OLIVIER DE SERRES;; VOIELDT SAINT MARTIN;07200;AUBENAS;0475351755;aurelia.bouvarel@educagri.fr
ETTI;007;ARDECHE;07200;AUBENAS;7820Z;SARL unipersonnelle ;43941776700050;ARCHER INTERIM;85;Avenue DE BELLANDE;07200;AUBENAS;0475054536;artimcompta@archer.fr
ACI;007;ARDECHE;07300;TOURNON SUR RHONE;8899B;Association déclarée ;51897513100013;ASSOC TREMPLIN HORIZON;20;Chemin DU REPOS;07300;TOURNON SUR RHONE;0775072555;t.labbe@groupe-tremplin.org
ACI;007;ARDECHE;07360;LES OLLIERES SUR EYRIEUX;9499Z;Association déclarée ;79459171900032;RESSOURCERIE TRIMARAN;;Quai SAINT ANDEOL;07360;LES OLLIERES SUR EYRIEUX;0475208560;coordination@ressourcerie-trimaran.fr
ETTI;007;ARDECHE;07300;TOURNON SUR RHONE;7820Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;40324679600052;TREMPLIN INTERIM;16;Avenue MARECHAL FOCH;07300;TOURNON SUR RHONE;0475072850;tremplin.interim@groupe-tremplin.org
ETTI;007;ARDECHE;07320;ST AGREVE;7820Z;Association déclarée d'insertion par l'économique;42416558700033;ACCES EMPLOI INTERIM;43; GRANDE RUE;07320;ST AGREVE;0475300893;direction@groupe-acces-emploi.fr
ACI;007;ARDECHE;07700;BOURG ST ANDEOL;9499Z;Association déclarée ;41023096500031;ASSOC ECATE;;Rue MARIUS VINCENT;07700;BOURG ST ANDEOL;0960505966;ecate.environnement@wanadoo.fr
ACI;007;ARDECHE;07110;CHASSIERS;9499Z;Association déclarée ;40041811700034;SYNERNAT;1 170;Route DU RANC;07110;CHASSIERS;0475392085;synernat@synernat-envibat.com
ACI;007;ARDECHE;07260;ROSIERES;8559A;Association déclarée ;43267410900074;ASSOC AIME;; LES VERNADES;07260;ROSIERES;0475399633;aime@emploi-formation.org
ACI;007;ARDECHE;07300;TOURNON SUR RHONE;8899B;Association déclarée ;41400158600026;TREMPLIN INSERTION CHANTIERS;20;Chemin DU REPOS;07300;TOURNON SUR RHONE;0475070413;t.labbe@groupe-tremplin.org
EI;007;ARDECHE;07250;LE POUZIN;3811Z;SARL unipersonnelle ;48949357700030;EURL IMPEC PRO;; ZONE ARTISANALE RAMAS;07250;LE POUZIN;0783770530;direction114@archer.fr
AI;007;ARDECHE;07300;TOURNON SUR RHONE;8899B;Association déclarée ;34953121000046;ASSOC TREMPLIN SERVICES;8;Rue JOSEPH PARNIN;07300;TOURNON SUR RHONE;0475072555;tremplinservices.accueil@groupe-tremplin.org
EI;007;ARDECHE;07200;AUBENAS;8299Z;SARL unipersonnelle ;38452080500159;ARCHER ENTREPRISES;85;Avenue DE BELLANDE;07200;AUBENAS;;direction@archer.fr
AI;007;ARDECHE;07200;AUBENAS;8899B;Association déclarée ;49870863500038;ARCHER 07;85;Avenue DE BELLANDE;07200;AUBENAS;;archer07@archer.fr
ACI;007;ARDECHE;07000;PRIVAS;7830Z;Association déclarée ;40909426500041;ACCES EMPLOI SERVICES;10;Boulevard DES MOBILES;07000;PRIVAS;0475656046;conseil.pv@groupe-acces-emploi.fr
ACI;007;ARDECHE;07300;TOURNON SUR RHONE;8899B;Association déclarée ;48815010300015;TREMPLIN ENVIRONNEMENT;20;Chemin DU REPOS;07300;TOURNON SUR RHONE;0475070413;t.labbe@groupe-tremplin.org
ACI;007;ARDECHE;07110;CHASSIERS;9499Z;Association déclarée ;49339682400028;ENVIBAT;1 170;Route DU RANC;07110;CHASSIERS;0475392085;envibat@synernat-envibat.com
EI;007;ARDECHE;07400;LE TEIL;9499Z;Association déclarée ;83323929600019;REBOND;;Place PIERRE SEMARD;07400;LE TEIL;0629556020;direction.rebond@orange.fr
ACI;007;ARDECHE;07100;ANNONAY;8899B;Association déclarée ;34295775000041;ACTIV EMPLOI COSA;33;Boulevard DE LA REPUBLIQUE;07100;ANNONAY;0475692908;sergi.dogansoy@activ-emploi.fr
AI;007;ARDECHE;07100;ANNONAY;8899B;Association déclarée ;34295775000041;ACTIV EMPLOI COSA;33;Boulevard DE LA REPUBLIQUE;07100;ANNONAY;0475692908;sergi.dogansoy@activ-emploi.fr
ETTI;008;ARDENNES;08000;CHARLEVILLE MEZIERES;7830Z;Société en nom collectif ;79925729000038;A2I EST;53;Avenue D ARCHES;08000;CHARLEVILLE MEZIERES;0365610560;julie.lavisse@groupeactual.eu
EI;008;ARDENNES;08320;VIREUX MOLHAIN;8810C;Association déclarée ;39450067200040;ASS ADV - ENTREPRISE D INSERTION NAVALE;; ZI DES FORGES;08320;VIREUX MOLHAIN;0324401059;c.s.lelien@wanadoo.fr
ACI;008;ARDENNES;08200;SEDAN;8411Z;Commune et commune nouvelle ;21080372200417;COMMUNE DE SEDAN;6;Rue DE LA ROCHEFOUCAULD;08200;SEDAN;0324277300;aurelie.guerard@mairie-sedan.fr
ACI;008;ARDENNES;08000;CHARLEVILLE MEZIERES;9499Z;Association déclarée ;83138578600015;RE ACTIF ARDENNES;10;Avenue LOUIS TIRMAN;08000;CHARLEVILLE MEZIERES;0664597563;reactif08.dir@laposte.net
AI;008;ARDENNES;08000;CHARLEVILLE MEZIERES;7830Z;Association intermédiaire ;34321545500068;ASSOC TRAVAIL PARTAGE;12;Rue FELICIEN WAUTELET;08000;CHARLEVILLE MEZIERES;0324584891;nicolas.tp08@orange.fr
ACI;008;ARDENNES;08110;CARIGNAN;9499Z;Association déclarée ;33325417500032;ASSOC DEVELOPPEMENT ECONOMIQUE - ADECMR;37;Avenue DU GENERAL DE GAULLE;08110;CARIGNAN;0324224444;isa.poulain@laposte.net
ETTI;059;ARDENNES;59815;LESQUIN;7820Z;SAS, société par actions simplifiée;40219166200350;JANUS SAS;2;Boulevard Thomson - CS 60500;59815;LESQUIN;0320617070;caroline.fournie@groupevitaminet.com
EI;008;ARDENNES;08260;AUVILLERS LES FORGES;1623Z;Association déclarée ;50005187500044;ACACIA INSERTION - ACACIA CONSTRUCTION;19;Route DE ROCROI;08260;AUVILLERS LES FORGES;0324545734;christophe.felzine@coopelis.fr
ACI;008;ARDENNES;08260;AUVILLERS LES FORGES;8899B;Association déclarée ;49089704800016;BELL OCCAS;19;Route DE ROCROI;08260;AUVILLERS LES FORGES;0324545734;carine.bisseux@coopelis.fr
ACI;008;ARDENNES;08320;VIREUX MOLHAIN;8810C;Association déclarée ;39450067200057;ASSOC A.D.V. LE LIEN IAE;; ZI DES FORGES;08320;VIREUX MOLHAIN;0324416995;c.s.lelien@wanadoo.fr
ACI;008;ARDENNES;08000;CHARLEVILLE MEZIERES;7830Z;Association déclarée ;53880427900023;A.F.B.A. CHANTIERS;10;Rue JEAN BAPTISTE LEFORT;08000;CHARLEVILLE MEZIERES;0324334897;directeur@api08.fr
ACI;008;ARDENNES;08380;SIGNY LE PETIT;8899B;Association déclarée ;41141502900056;LE CHENELET;13;Rue DES GREVES;08380;SIGNY LE PETIT;0321357824;dbaron@chenelet.org
EI;008;ARDENNES;08000;CHARLEVILLE MEZIERES;0811Z;Association déclarée ;53290258200024;ASSOC LA PIERRE D HANNOGNE ST MARTIN;10;Rue JEAN BAPTISTE LEFORT;08000;CHARLEVILLE MEZIERES;0324334897;directeur@api08.fr
ACI;008;ARDENNES;08500;REVIN;9499Z;Association déclarée ;39122902800033;L'ENVIRONNEMENT D'ABORD - LEDA;55;Avenue JEAN BAPTISTE CLEMENT;08500;REVIN;0324423504;estellemoreauxleda@orange.fr
ACI;008;ARDENNES;08130;ATTIGNY;9499Z;Association déclarée ;39858112400037;ESPACE ENVIRONNEMENT 08;2;Rue DU PARVIS;08130;ATTIGNY;0324301762;direction-ee08@orange.fr
EI;008;ARDENNES;08800;THILAY;9499Z;Association déclarée ;37922186400026;ANIMATION BORDS MEUSE ET SEMOY;2;Chemin DE LA FONTAINE;08800;THILAY;0324529917;lefevre.florence71@orange.fr
AI;008;ARDENNES;08000;CHARLEVILLE MEZIERES;8899B;Association déclarée ;34303261100034;DOMICILE SERVICES;26;Avenue CHARLES DE GAULLE;08000;CHARLEVILLE MEZIERES;0324718501;dsstoupy@yahoo.fr
ACI;009;ARIEGE;09270;MAZERES;5629B;Association déclarée ;32989045300015;ASSOC HERISSON BELLOR;;Rue DE L'ESCABELLE;09270;MAZERES;0561694080;gr.hb@orange.fr
ACI;009;ARIEGE;09400;TARASCON SUR ARIEGE;8810C;Association déclarée ;44781464100018;VALLEES VILLAGES MONTAGNES;21;Avenue DE SABART;09400;TARASCON SUR ARIEGE;0561031787;mariedodalou.vvm@orange.fr
EI;009;ARIEGE;09300;LAVELANET;3832Z;Autre SARL coopérative ;51945738600026;SCIC ARL VERTEX;19;Rue JACQUARD;09300;LAVELANET;0534093541;cip@vertex09.com
EI;009;ARIEGE;09700;SAVERDUN;6202A;Autre SARL coopérative ;82825297300015;DIGITANIE;10;Rue SARRUT;09700;SAVERDUN;0581305051;contact@digitanie.org
EI;009;ARIEGE;09270;MAZERES;5629B;Association déclarée ;32989045300064;ASSOC HERISSON BELLOR;;Route DE CALMONT;09270;MAZERES;0561694080;pr.hb@wanadoo.fr
AI;009;ARIEGE;09000;FOIX;8899B;Association intermédiaire ;39284079900010;ASSOC ARIEGE PROFESSION ANIMATION;21;Rue DES MOULINS;09000;FOIX;0561029897;conseil.apa09@orange.fr
ACI;009;ARIEGE;09600;LE PEYRAT;9499Z;Association déclarée ;51295009800024;BATI PLUS;11;Rue DU MOULIN;09600;LE PEYRAT;0534140071;batiplus09@orange.fr
AI;009;ARIEGE;09200;ST GIRONS;8810C;Association déclarée ;47923689500021;ASSOC ARCSI;5;Avenue D AULOT;09200;ST GIRONS;0561968880;a.richard@irisse.fr
ACI;009;ARIEGE;09200;ST GIRONS;8899B;Association déclarée ;39190921500025;ASSOC ISCRA;5;Avenue D AULOT;09200;ST GIRONS;0561046480;l.rouch@irisse.fr
EI;009;ARIEGE;09120;VARILHES;3832Z;Autre SARL coopérative ;47773851200011;SCIC DU PLANTAUREL;;Lieu-dit PELISSOU;09120;VARILHES;0561682580;nelly.da-silva@tri09.fr
AI;009;ARIEGE;09100;PAMIERS;9609Z;Association intermédiaire ;34777252700078;ASSOC AJE;9;Rue BLANCHE;09100;PAMIERS;0561678037;conseiller.insertion@aje.fr
ACI;009;ARIEGE;09240;ALZEN;9499Z;Association déclarée ;48877726900017;ASSOC CASTA;; MAIRIE;09240;ALZEN;0561027451;batiplus09@orange.fr
EI;009;ARIEGE;09300;LAVELANET;4399C;Société à responsabilité limitée (sans autre indication);45055276500031;SARL PAYS D OLMES BATIMENT;31;Rue JACQUARD;09300;LAVELANET;0561647138;insertion@pob09.com
ACI;009;ARIEGE;09500;MIREPOIX;8411Z;Communauté de communes ;20004446900019;COMMUNAUTE DE COM DU PAYS DE MIREPOIX;1;Chemin DE LA MESTRISE;09500;MIREPOIX;0561681302;insertion@paysdemirepoix.org
